S_T,target_payoff
240.2340087890625,1.0
241.52040241042295,1.0
242.8067960317834,1.0
244.09318965314384,1.0
245.37958327450426,1.0
246.6659768958647,1.0
247.95237051722515,1.0
249.2387641385856,1.0
250.52515775994604,1.0
251.8115513813065,1.0
253.0979450026669,1.0
254.38433862402735,1.0
255.6707322453878,1.0
256.95712586674824,1.0
258.2435194881087,1.0
259.52991310946913,1.0
260.8163067308296,1.0
262.10270035219,1.0
263.3890939735505,1.0
264.6754875949109,1.0
265.9618812162713,1.0
267.24827483763175,1.0
268.5346684589922,1.0
269.82106208035265,1.0
271.1074557017131,1.0
272.39384932307354,1.0
273.680242944434,1.0
274.96663656579443,1.0
276.2530301871549,1.0
277.5394238085153,1.0
278.82581742987577,1.0
280.1122110512362,1.0
281.39860467259666,1.0
282.68499829395705,1.0
283.9713919153175,1.0
285.25778553667794,1.0
286.5441791580384,1.0
287.83057277939884,1.0
289.1169664007593,1.0
290.4033600221197,1.0
291.6897536434802,1.0
292.9761472648406,1.0
294.26254088620107,1.0
295.5489345075615,1.0
296.8353281289219,1.0
298.1217217502824,1.0
299.4081153716428,1.0
300.69450899300324,1.0
301.9809026143637,1.0
303.26729623572413,1.0
304.5536898570846,1.0
305.840083478445,1.0
307.12647709980547,1.0
308.4128707211659,1.0
309.69926434252636,1.0
310.9856579638868,1.0
312.27205158524725,1.0
313.55844520660764,1.0
314.84483882796815,1.0
316.13123244932854,1.0
317.417626070689,1.0
318.7040196920494,1.0
319.9904133134099,1.0
321.2768069347703,1.0
322.56320055613077,1.0
323.8495941774912,1.0
325.13598779885166,1.0
326.4223814202121,1.0
327.70877504157255,1.0
328.995168662933,1.0
330.2815622842934,1.0
331.5679559056539,1.0
332.8543495270143,1.0
334.1407431483747,1.0
335.42713676973517,1.0
336.7135303910956,1.0
337.99992401245606,1.0
339.2863176338165,1.0
340.57271125517696,0.995983935742972
341.8591048765374,0.9745649263721553
343.14549849789785,0.9531459170013385
344.4318921192583,0.9317269076305219
345.71828574061874,0.9103078982597053
347.00467936197913,0.8888888888888895
348.29107298333963,0.8674698795180719
349.5774666047,0.8460508701472562
350.86386022606047,0.8246318607764395
352.1502538474209,0.8032128514056228
353.43664746878136,0.7817938420348062
354.7230410901418,0.7603748326639895
356.00943471150225,0.7389558232931728
357.2958283328627,0.7175368139223561
358.58222195422314,0.6961178045515395
359.8686155755836,0.6746987951807228
361.15500919694404,0.6532797858099061
362.4414028183045,0.6318607764390894
363.72779643966487,0.6104417670682737
365.0141900610254,0.5890227576974562
366.30058368238576,0.5676037483266404
367.5869773037462,0.5461847389558238
368.87337092510666,0.524765729585007
370.1597645464671,0.5033467202141904
371.44615816782755,0.4819277108433737
372.732551789188,0.460508701472557
374.01894541054844,0.43908969210174037
375.3053390319089,0.41767068273092367
376.59173265326933,0.396251673360107
377.8781262746297,0.37483266398929127
379.1645198959902,0.3534136546184737
380.4509135173506,0.3319946452476579
381.7373071387111,0.31057563587684034
383.0237007600715,0.2891566265060246
384.31009438143195,0.26773761713520794
385.5964880027924,0.24631860776439127
386.88288162415284,0.2248995983935746
388.1692752455133,0.20348058902275792
389.45566886687374,0.18206157965194125
390.7420624882342,0.16064257028112455
392.02845610959463,0.13922356091030788
393.3148497309551,0.11780455153949122
394.60124335231546,0.0963855421686755
395.88763697367597,0.07496653279785788
397.17403059503636,0.05354752342704215
398.46042421639686,0.032128514056224536
399.74681783775725,0.01070950468540881
401.0332114591177,0.0
402.31960508047814,0.0
403.6059987018386,0.0
404.89239232319903,0.0
406.1787859445595,0.0
407.4651795659199,0.0
408.75157318728037,0.0
410.0379668086408,0.0
411.3243604300012,0.0
412.6107540513617,0.0
413.8971476727221,0.0
415.1835412940826,0.0
416.469934915443,0.0
417.75632853680344,0.0
419.0427221581639,0.0
420.32911577952433,0.0
421.6155094008848,0.0
422.9019030222452,0.0
424.18829664360567,0.0
425.4746902649661,0.0
426.76108388632656,0.0
428.04747750768695,0.0
429.33387112904745,0.0
430.62026475040784,0.0
431.90665837176834,0.0
433.19305199312873,0.0
434.4794456144892,0.0
435.7658392358496,0.0
437.0522328572101,0.0
438.3386264785705,0.0
439.62502009993096,0.0
440.9114137212914,0.0
442.1978073426518,0.0
443.4842009640123,0.0
444.7705945853727,0.0
446.0569882067332,0.0
447.3433818280936,0.0
448.6297754494541,0.0
449.9161690708145,0.0
451.2025626921749,0.0
452.48895631353537,0.0
453.7753499348958,0.0
455.06174355625626,0.0
456.3481371776167,0.0
457.63453079897715,0.0
458.92092442033754,0.0
460.20731804169804,0.0
461.49371166305843,0.0
462.78010528441894,0.0
464.0664989057793,0.0
465.35289252713983,0.0
466.6392861485002,0.0
467.92567976986066,0.0
469.2120733912211,0.0
470.49846701258156,0.0
471.784860633942,0.0
473.07125425530245,0.0
474.3576478766629,0.0
475.6440414980233,0.0
476.9304351193838,0.0
478.2168287407442,0.0
479.5032223621047,0.0
480.78961598346507,0.0
482.0760096048256,0.0
483.36240322618596,0.0
484.6487968475464,0.0
485.93519046890685,0.0
487.2215840902673,0.0
488.50797771162775,0.0
489.7943713329882,0.0
491.08076495434864,0.0
492.367158575709,0.0
493.65355219706953,0.0
494.9399458184299,0.0
496.2263394397904,0.0
497.5127330611508,0.0
498.79912668251126,0.0
500.0855203038717,0.0
501.37191392523215,0.0
502.6583075465926,0.0
503.94470116795304,0.0
505.2310947893135,0.0
506.51748841067393,0.0
507.8038820320344,0.0
509.0902756533948,0.0
510.3766692747553,0.0
511.6630628961157,0.0
512.9494565174762,0.0
514.2358501388366,0.0
515.522243760197,0.0
516.8086373815574,0.0
518.095031002918,0.0
519.3814246242783,0.0
520.6678182456387,0.0
521.9542118669992,0.0
523.2406054883597,0.0
524.5269991097201,0.0
525.8133927310805,0.0
527.099786352441,0.0
528.3861799738014,0.0
529.6725735951618,0.0
530.9589672165223,0.0
532.2453608378828,0.0
533.5317544592432,0.0
534.8181480806036,0.0
536.1045417019641,0.0
537.3909353233246,0.0
538.677328944685,0.0
539.9637225660454,0.0
541.2501161874059,0.0
542.5365098087664,0.0
543.8229034301268,0.0
545.1092970514871,0.0
546.3956906728476,0.0
547.682084294208,0.0
548.9684779155684,0.0
550.2548715369289,0.0
551.5412651582894,0.0
552.8276587796498,0.0
554.1140524010102,0.0
555.4004460223707,0.0
556.6868396437312,0.0
557.9732332650916,0.0
559.259626886452,0.0
560.5460205078125,0.0
